id;firstname;lastname;team;position;injured;banned;mantra_position;fantacalcio_position;name;country;birth_date;foot_name;fantacalcioPlayerId;fantacalcioTeamName;appearances;matchesInStart;mins_played;pagella;fantacalcioRanking;fantacalcioFantaindex;fantacalcioPosition;assists;goals;goals90min;goalsFromOpenPlays;xgFromOpenPlays;xgFromOpenPlays/90min;xA;xA90min;redCards;yellowCards;successfulPenalties;penalties;gkPenaltiesSaved;gkCleanSheets;gkConcededGoals;openPlaysGoalsConceded;openPlaysXgConceded;fantamediaPred;fantamediaPredRoundId;matchConvocation;matchesWithGrade;perc_matchesStarted;perc_matchesWithGrade;percMinsPlayed;expectedFantamediaMean;External_breakout_Index;Set_piece_attack_Index;Offensive_verticalization_Index;Attacking_area_Index;Pass_accuracy_Index;Accompany_the_offensive_action_Index;Cross_accuracy_Index;Pass_leading_chances_Index;Shot_on_target_Index;Received_pass_Index;Deep_runs_Index;Air_challenge_offensive_Index;Shot_on_goal_Index;Converge_in_the_center_Index;Pass_forward_accuracy_Index;Defense_solidity_Index;Offensive_actions_Index;Dribbles_successful_Index;Offensive_field_presence_Index
600910;Yeferson;paz y.;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Wing-Back;False;False;['RB', 'E'];D;Yeferson Paz Blandon;Colombia;2002-06-13;right;6431;sassuolo;13.0;6.0;479.0;5.86;5.71;48.64;D;0.0;0.0;0.0;0.0;0.19;0.04;0.13;0.02;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;8.0;17.14;22.86;14.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
601307;matteo;cancellieri;{'uuid': 'f10c49fc-d0ce-4a7b-ba2d-f136e95e0fe0', 'name': 'lazio'};Wing-Forward;False;False;['W', 'F'];A;Matteo Cancellieri;Italy;2002-02-12;left;5500;lazio;28.0;19.0;1531.0;5.69;5.94;19.96;A;0.0;3.0;0.18;3.0;2.82;0.17;0.77;0.05;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;30.0;25.0;63.33;83.33;44.0;-1;66.36;-1.0;54.87;70.76;-1.0;49.8;-1.0;49.91;56.7;55.54;68.81;63.45;67.72;-1.0;-1.0;-1.0;58.4;63.94;61.9
602074;Odilon;kossounou;{'uuid': '313d7f52-5056-426e-9637-9aeae2c94d8d', 'name': 'atalanta'};Defender;False;False;['RB', 'CB'];D;Odilon Kossounou;Côte d'Ivoire;2001-01-04;right;5578;atalanta;18.0;12.0;1227.0;6.09;6.06;81.27;D;0.0;0.0;0.0;0.0;0.37;0.03;0.02;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;21.0;17.0;57.14;80.95;34.0;-1;-1.0;57.49;63.94;59.92;78.17;70.16;-1.0;-1.0;-1.0;77.87;55.0;-1.0;-1.0;-1.0;79.36;92.6;75.14;-1.0;63.47
602990;Filippo;rinaldi;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Goalkeeper;False;False;['G'];P;Filippo Rinaldi;Italy;2002-12-04;right;5338;parma;31.0;31.0;3001.0;6.26;5.84;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;14.0;26.0;26.0;26.51;-1;39.0;33.0;31.0;93.94;93.94;82.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
604866;devyne;rensch;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Wing-Back;False;False;['LA', 'RB', 'E'];D;Devyne Rensch;Netherlands;2003-01-18;right;6986;roma;28.0;18.0;1716.0;6.09;6.2;70.55;D;1.0;1.0;0.05;1.0;1.18;0.06;2.53;0.13;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;24.0;56.25;75.0;48.0;-1;59.94;-1.0;62.87;60.37;66.91;66.43;53.69;50.34;-1.0;71.55;59.62;-1.0;-1.0;-1.0;73.23;65.37;61.7;-1.0;51.61
606504;Alexandru Gabriel;Borbei;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};;False;False;['CB'];D;Alexandru Gabriel Borbei;;2003-06-27;;6989;lecce;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;D;-1.0;-1.0;-1.0;-2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
607268;jacob;ondrejka;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Wing-Forward;True;False;['W', 'F'];C;Jacob Ondrejka;Sweden;2002-09-02;right;6984;parma;34.0;20.0;2112.0;6.18;7.21;86.59;C;3.0;12.0;0.51;12.0;6.41;0.27;5.21;0.22;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;39.0;31.0;51.28;79.49;60.0;-1;61.81;50.31;49.17;71.07;-1.0;47.3;45.54;68.98;68.74;50.05;67.99;-1.0;87.87;54.76;-1.0;-1.0;52.07;51.21;59.72
607713;Santiago;pierotti;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};Wing-Forward;False;True;['W', 'F'];C;Santiago Daniel Pierotti;Argentina;2001-04-03;right;6549;lecce;36.0;22.0;2099.0;5.77;6.03;56.94;C;1.0;4.0;0.17;5.0;3.68;0.16;1.97;0.08;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;35.0;59.46;94.59;60.0;-1;63.08;-1.0;-1.0;71.88;-1.0;52.21;-1.0;59.9;50.6;57.59;67.68;72.1;67.85;58.22;-1.0;-1.0;56.68;57.88;57.36
609117;fabio;miretti;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Wing-Forward;True;False;['M', 'OM'];C;Fabio Miretti;Italy;2003-08-03;right;5813;juventus;25.0;22.0;1746.0;5.93;6.33;63.79;C;2.0;3.0;0.15;3.0;3.21;0.17;2.35;0.12;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;27.0;25.0;81.48;92.59;51.0;-1;62.86;-1.0;57.02;75.34;50.23;58.45;-1.0;58.55;52.14;65.26;71.49;-1.0;64.92;-1.0;54.26;-1.0;74.46;65.73;84.22
610645;Balthazar;pierret;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};Midfielder;False;False;['DM', 'M'];C;Balthazar Pierret;France;2000-05-15;left;6633;lecce;30.0;21.0;1847.0;5.68;5.65;13.35;C;0.0;0.0;0.0;0.0;0.18;0.01;0.14;0.01;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;30.0;65.62;93.75;53.0;-1;-1.0;-1.0;59.16;56.07;68.36;64.87;-1.0;-1.0;-1.0;71.09;-1.0;66.74;-1.0;-1.0;72.06;-1.0;68.47;-1.0;64.14
611320;Abdoulaye;ndiaye;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Defender;False;False;['CB'];D;Abdoulaye Niakhate N'Diaye;Senegal;2002-04-10;left;7202;parma;22.0;19.0;1899.0;6.0;6.0;32.63;D;0.0;1.0;0.05;1.0;0.61;0.03;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;28.0;22.0;67.86;78.57;51.0;-1;55.03;56.23;-1.0;55.71;80.88;75.61;-1.0;-1.0;-1.0;73.6;-1.0;-1.0;-1.0;-1.0;81.77;57.75;68.71;-1.0;52.82
613296;cesare;casadei;{'uuid': '8cbf8ec8-2e07-4946-9d90-58b0da6a9c14', 'name': 'torino'};Midfielder;False;False;['M', 'OM'];C;Cesare Casadei;Italy;2003-01-10;right;5888;torino;15.0;13.0;1077.0;5.77;6.0;37.46;C;1.0;1.0;0.08;1.0;1.81;0.15;0.31;0.03;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;19.0;15.0;68.42;78.95;31.0;-1;-1.0;-1.0;58.73;65.63;61.34;60.35;-1.0;51.16;70.54;66.82;56.06;92.46;55.02;-1.0;56.3;-1.0;70.52;-1.0;64.97
615121;Juan David;cabal;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Wing-Back;True;False;['LA', 'LB', 'E'];D;Juan David Cabal Murillo;Colombia;2001-01-08;left;6039;juventus;7.0;6.0;492.0;5.93;5.93;44.58;D;0.0;0.0;0.0;0.0;0.09;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;12.0;6.0;50.0;50.0;14.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
615663;Jonas;rouhi;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Wing-Back;False;False;['LB', 'E'];D;Jonas Jakob Rouhi;Sweden;2004-01-07;left;6803;juventus;7.0;3.0;393.0;5.75;5.75;28.67;D;0.0;0.0;0.0;0.0;0.0;0.0;0.11;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;7.0;8.57;20.0;11.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
616591;Evan;Ferguson;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Forward;False;False;['CF'];A;Evan Ferguson;Ireland Republic;2004-10-19;right;6365;roma;20.0;3.0;518.0;5.67;5.81;34.95;A;0.0;1.0;0.17;1.0;1.58;0.27;1.01;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;27.0;15.0;11.11;55.56;15.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
617621;Martin;Vitik;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Defender;False;False;['CB'];D;Martin Vitik;Czech Republic;2003-01-21;right;7068;bologna;25.0;24.0;2365.0;6.05;6.34;65.05;D;0.0;4.0;0.15;5.0;4.44;0.17;0.12;0.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;27.0;25.0;88.89;92.59;64.0;-1;50.95;66.46;58.69;51.66;59.15;68.15;-1.0;-1.0;-1.0;61.95;42.46;53.59;-1.0;-1.0;63.11;61.14;59.88;-1.0;51.76
618688;danilo;veiga d.;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};Wide-Midfielder;False;False;['RB', 'E'];D;Danilo Filipe De Melo Veiga;Portugal;2002-09-25;right;6990;lecce;27.0;15.0;1738.0;5.77;5.73;14.63;D;2.0;0.0;0.0;0.0;1.39;0.07;2.1;0.11;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;24.0;46.88;75.0;48.0;-1;63.21;-1.0;-1.0;54.58;47.93;50.43;70.88;47.81;-1.0;49.19;55.22;55.46;-1.0;-1.0;42.94;-1.0;49.29;50.98;47.44
618765;Daniel;denoon;{'uuid': 'c1a7a918-44f8-4da9-86b6-f8b95e8e261d', 'name': 'pisa'};Defender;False;False;['CB'];D;Daniel Denoon;Switzerland;2004-01-28;right;7196;pisa;13.0;10.0;721.0;5.7;5.43;-1.0;D;0.0;0.0;0.0;0.0;0.22;0.03;0.12;0.01;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;19.0;13.0;52.63;68.42;21.0;-1;48.43;-1.0;-1.0;46.37;63.59;66.82;-1.0;44.69;-1.0;64.15;-1.0;51.57;-1.0;-1.0;76.09;54.12;62.44;51.69;50.8
619010;Tommaso;barbieri;{'uuid': '15cfc725-f2e8-4d2a-8fd7-17c9e164430d', 'name': 'cremonese'};Wide-Midfielder;False;True;['RB', 'LB', 'E'];D;Tommaso Barbieri;Italy;2002-08-26;right;6013;cremonese;35.0;24.0;2250.0;6.1;6.36;61.86;D;5.0;3.0;0.12;3.0;2.31;0.09;3.62;0.14;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;39.0;34.0;61.54;87.18;64.0;-1;58.28;-1.0;38.91;52.58;40.83;47.71;70.9;51.62;-1.0;47.3;49.68;49.73;-1.0;39.18;47.49;-1.0;47.79;51.27;43.39
619379;Cas;Odenthal;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Defender;False;False;['CB'];D;Cas Odenthal;Netherlands;2000-09-26;right;7154;sassuolo;22.0;18.0;1836.0;6.12;6.23;59.21;D;1.0;1.0;0.05;1.0;1.41;0.07;0.09;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;20.0;51.43;57.14;50.0;-1;-1.0;-1.0;49.39;40.67;68.9;60.62;-1.0;45.27;-1.0;58.27;-1.0;-1.0;-1.0;-1.0;69.92;43.1;52.51;-1.0;41.99
619434;Alessandro;arena;{'uuid': 'c1a7a918-44f8-4da9-86b6-f8b95e8e261d', 'name': 'pisa'};Attacking-Midfielder;False;False;['W', 'OM'];C;Alessandro Arena;Italy;2000-08-03;left;7151;pisa;21.0;8.0;842.0;6.02;6.35;40.08;C;1.0;2.0;0.21;1.0;1.86;0.2;1.4;0.15;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;19.0;21.05;50.0;24.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
619923;sebastian;otoa;{'uuid': '8f9c4fc6-a3f1-4750-979a-7b10da38e12f', 'name': 'genoa'};Defender;True;False;['CB'];D;Sebastian Otoa;Denmark;2004-05-13;right;6977;genoa;13.0;12.0;970.0;5.78;5.66;4.7;D;0.0;0.0;0.0;0.0;0.34;0.03;0.03;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;22.0;13.0;54.55;59.09;27.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
624184;Filippo;missori;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Wing-Back;False;False;['RB', 'E'];D;Filippo Missori;Italy;2004-03-24;right;6189;sassuolo;4.0;1.0;177.0;5.51;5.51;-1.0;D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;15.0;4.0;6.67;26.67;5.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
624188;Niccolo;pisilli;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Midfielder;False;False;['M'];C;Niccolo Pisilli;Italy;2004-09-23;right;6190;roma;28.0;11.0;1359.0;5.93;6.02;34.83;C;0.0;2.0;0.13;3.0;2.33;0.15;0.56;0.04;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;26.0;29.73;70.27;39.0;-1;58.11;54.52;65.48;65.21;62.01;67.01;-1.0;55.3;50.7;72.85;54.88;-1.0;60.98;-1.0;59.96;-1.0;72.8;-1.0;59.84
624360;Alessandro;bianco;{'uuid': '573f5fa3-5623-417c-9efc-f28b50bc7778', 'name': 'fiorentina'};Midfielder;False;False;['DM', 'M'];C;Alessandro  Bianco;Italy;2002-10-01;right;5516;fiorentina;35.0;29.0;2786.0;5.74;5.7;10.03;C;0.0;1.0;0.03;1.0;1.45;0.05;0.91;0.03;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;35.0;78.38;94.59;78.0;-1;64.23;59.66;59.23;56.57;72.16;74.97;-1.0;56.62;-1.0;82.76;53.38;-1.0;-1.0;-1.0;64.39;-1.0;84.6;58.18;81.43
625388;luca;marianucci;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Defender;False;False;['CB'];D;Luca Marianucci;Italy;2004-07-23;right;6809;napoli;18.0;12.0;1163.0;5.74;5.68;5.89;D;0.0;0.0;0.0;0.0;0.89;0.07;0.05;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;15.0;34.29;42.86;32.0;-1;-1.0;-1.0;55.95;55.62;68.14;59.88;-1.0;-1.0;-1.0;59.15;-1.0;-1.0;-1.0;-1.0;65.56;52.04;56.7;-1.0;55.47
625456;Mihajlo;Ilic;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Defender;False;False;['CB'];D;Mihajlo Ilic;Serbia;2003-06-04;right;6551;bologna;29.0;28.0;2688.0;6.18;6.32;60.15;D;0.0;3.0;0.1;4.0;2.41;0.08;0.02;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;29.0;87.5;90.62;73.0;-1;49.77;-1.0;58.67;46.89;70.67;76.2;-1.0;-1.0;-1.0;74.14;-1.0;-1.0;-1.0;-1.0;68.91;51.27;71.68;-1.0;52.35
625471;Nicolo;savona;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Wing-Back;True;False;['LA', 'RB', 'E'];D;Nicolo Savona;Italy;2003-03-19;right;6802;juventus;28.0;19.0;1851.0;6.0;6.16;61.57;D;1.0;2.0;0.1;3.0;0.65;0.03;1.09;0.05;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;33.0;27.0;57.58;81.82;52.0;-1;62.34;57.63;-1.0;58.09;78.15;68.9;62.72;54.88;-1.0;83.93;54.72;-1.0;-1.0;-1.0;80.84;77.69;77.2;-1.0;52.0
626024;Lapo;nava;{'uuid': '15cfc725-f2e8-4d2a-8fd7-17c9e164430d', 'name': 'cremonese'};Goalkeeper;False;False;['G'];P;Lapo Nava;Italy;2004-01-22;right;6505;cremonese;20.0;20.0;1943.0;6.18;5.23;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;2.0;0.0;0.0;2.0;4.0;28.0;28.0;24.29;-1;39.0;38.0;20.0;52.63;52.63;53.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
626128;alex;valle;{'uuid': '3d3e3a11-950e-4170-a228-5bd0943e5716', 'name': 'como'};Wing-Back;False;False;['LB', 'E'];D;Alex Valle Gomez;Spain;2004-04-25;left;6867;como;26.0;19.0;1820.0;5.98;6.04;40.62;D;3.0;0.0;0.0;0.0;0.7;0.03;1.81;0.09;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;25.0;50.0;65.79;51.0;-1;62.21;56.91;70.38;58.22;68.18;79.61;64.16;59.41;-1.0;83.29;56.03;-1.0;-1.0;-1.0;76.12;64.69;81.99;55.76;63.15
626253;martinez;paz n.;{'uuid': '3d3e3a11-950e-4170-a228-5bd0943e5716', 'name': 'como'};Attacking-Midfielder;False;False;['OM', 'F'];C;Nicolas Paz Martinez;Spain;2004-09-08;left;6875;como;35.0;30.0;2887.0;6.2;6.69;87.25;C;5.0;6.0;0.19;6.0;7.81;0.24;3.96;0.12;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;34.0;83.33;94.44;80.0;-1;63.5;-1.0;78.8;68.43;59.29;62.7;-1.0;79.43;77.65;72.69;59.09;64.66;61.74;-1.0;62.23;-1.0;79.04;60.6;90.77
626340;Edoardo;pieragnolo;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Wing-Back;False;False;['LB', 'E'];D;Edoardo Pieragnolo;Italy;2003-01-03;left;7156;sassuolo;20.0;13.0;1269.0;5.94;5.92;31.38;D;1.0;0.0;0.0;0.0;0.22;0.02;1.84;0.13;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;19.0;36.11;52.78;37.0;-1;53.88;-1.0;55.36;42.45;47.93;51.51;53.92;49.59;-1.0;57.13;44.92;-1.0;-1.0;-1.0;50.52;34.46;52.32;-1.0;40.58
626726;Luca;lipani;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Mezzala;False;False;['DM', 'M'];C;Luca Lipani;Italy;2005-05-18;right;6246;sassuolo;22.0;6.0;812.0;5.89;6.05;8.68;C;1.0;1.0;0.11;1.0;1.12;0.12;0.12;0.01;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;18.0;16.67;50.0;23.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
626732;Francesco;Coppola;{'uuid': 'c1a7a918-44f8-4da9-86b6-f8b95e8e261d', 'name': 'pisa'};Defender;False;False;['CB'];D;Francesco Coppola;Italy;2005-04-11;right;7140;pisa;29.0;29.0;2654.0;6.09;6.12;4.73;D;0.0;3.0;0.1;3.0;2.97;0.1;0.11;0.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;29.0;90.62;90.62;72.0;-1;32.66;-1.0;30.69;34.67;40.39;37.24;-1.0;-1.0;-1.0;35.31;30.21;-1.0;-1.0;-1.0;37.41;34.37;34.2;-1.0;39.3
627546;Daniele;ghilardi;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Defender;False;False;['CB'];D;Daniele Ghilardi;Italy;2003-01-06;right;6631;roma;24.0;21.0;2167.0;5.91;5.72;24.67;D;0.0;0.0;0.0;0.0;0.78;0.03;0.18;0.01;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;24.0;60.0;68.57;60.0;-1;61.03;54.09;60.12;57.34;67.29;63.91;-1.0;-1.0;-1.0;60.54;-1.0;-1.0;-1.0;-1.0;65.46;86.62;55.52;-1.0;52.2
627930;Mathias Johan;lovik;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Wing-Back;False;False;['LB', 'E'];D;Mathias Johan Fjortoft Lovik;Norway;2003-12-06;left;6965;parma;6.0;0.0;130.0;5.59;5.59;81.71;D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;19.0;5.0;0.0;26.32;4.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
630503;Mattia;viti;{'uuid': '573f5fa3-5623-417c-9efc-f28b50bc7778', 'name': 'fiorentina'};Defender;False;False;['CB'];D;Mattia Viti;Italy;2002-01-24;left;5718;fiorentina;30.0;30.0;2761.0;5.96;6.01;63.73;D;0.0;1.0;0.03;2.0;0.61;0.02;0.03;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;30.0;30.0;100.0;100.0;75.0;-1;55.93;61.49;57.34;55.94;68.5;63.3;-1.0;-1.0;-1.0;61.42;-1.0;-1.0;-1.0;-1.0;61.11;59.5;59.39;-1.0;54.44
630686;tommaso;baldanzi;{'uuid': '1e324d46-77cf-49f1-8dd2-9a0e343741c2', 'name': 'roma'};Attacking-Midfielder;False;False;['OM', 'F'];C;Tommaso Baldanzi;Italy;2003-03-23;left;5823;roma;31.0;5.0;965.0;5.88;5.98;33.07;C;1.0;1.0;0.09;1.0;1.27;0.12;0.72;0.07;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;22.0;13.16;57.89;28.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
631726;Romano;floriani mussolini;{'uuid': '15cfc725-f2e8-4d2a-8fd7-17c9e164430d', 'name': 'cremonese'};Wide-Midfielder;False;False;['RB', 'E'];D;Romano Floriani Mussolini;Italy;2003-01-27;right;7131;cremonese;36.0;36.0;3181.0;5.95;6.01;18.46;D;2.0;1.0;0.03;2.0;1.63;0.05;2.38;0.07;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;38.0;36.0;94.74;94.74;88.0;-1;55.49;-1.0;-1.0;50.02;-1.0;40.78;60.9;44.1;-1.0;37.12;44.99;39.48;-1.0;-1.0;-1.0;-1.0;37.52;-1.0;41.99
632173;Lorenzo;torriani;{'uuid': '2e4b19a8-e58e-4782-905f-bf0219218572', 'name': 'milan'};Goalkeeper;False;False;['G'];P;Lorenzo Torriani;Italy;2005-01-31;right;6813;milan;6.0;6.0;585.0;6.04;4.46;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;11.0;11.0;7.87;-1;39.0;42.0;6.0;14.29;14.29;16.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
632175;Davide;bartesaghi;{'uuid': '2e4b19a8-e58e-4782-905f-bf0219218572', 'name': 'milan'};Defender;False;False;['LB', 'E'];D;Davide Bartesaghi;Italy;2005-12-29;left;6496;milan;31.0;26.0;2532.0;5.8;5.69;2.17;D;0.0;1.0;0.04;1.0;1.32;0.05;0.67;0.02;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;50.0;30.0;52.0;60.0;70.0;-1;38.45;33.86;35.36;35.28;42.49;43.62;36.75;32.87;-1.0;42.95;34.31;-1.0;-1.0;-1.0;41.25;37.97;42.34;-1.0;36.39
